query,url,grade
migration,https://docs.microsoft.com/en-us/aspnet/core/migration/22-to-30,7
migration,https://docs.microsoft.com/en-us/ef/ef6/modeling/code-first/migrations/,6
migration,https://docs.microsoft.com/en-us/aspnet/core/migration/proper-to-2x/,5
migration,https://docs.microsoft.com/en-us/exchange/mail-migration-jump,4
migration,https://docs.microsoft.com/en-us/windows-server/storage/storage-migration-service/overview,3
migration,https://docs.microsoft.com/en-us/aspnet/mvc/overview/getting-started/getting-started-with-ef-using-mvc/migrations-and-deployment-with-the-entity-framework-in-an-asp-net-mvc-application,2
migration,https://docs.microsoft.com/en-us/sharepointmigration/migrating-content-to-onedrive-for-business,1
instr,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/instr-function,10
instr,https://docs.microsoft.com/en-us/dotnet/api/microsoft.visualbasic.strings.instr,9
instr,https://docs.microsoft.com/en-us/sql/mdx/instr-mdx,8
instr,https://docs.microsoft.com/en-us/dotnet/api/microsoft.spark.sql.functions.instr,7
instr,https://docs.microsoft.com/en-us/cpp/assembler/masm/instr,6
instr,https://docs.microsoft.com/en-us/cpp/assembler/masm/at-instr,5
instr,https://docs.microsoft.com/en-us/openspecs/microsoft_general_purpose_programming_languages/ms-vbal/33e81067-4b43-4c45-a501-0acf1616f2f9,3
instr,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/functions/string-functions,1
usb,https://docs.microsoft.com/en-us/skypeforbusiness/certification/devices-usb-devices,10
usb,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/setting-up-a-usb-2-0-debug-cable-connection,9
usb,https://docs.microsoft.com/en-us/windows-hardware/manufacture/desktop/install-windows-from-a-usb-flash-drive,8
usb,https://docs.microsoft.com/en-us/windows-hardware/manufacture/desktop/winpe--use-a-single-usb-key-for-winpe-and-a-wim-file---wim,7
usb,https://docs.microsoft.com/en-us/windows-hardware/drivers/usbcon/how-to-examining-a-trace-file-by-using-netmon,6
usb,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/setting-up-a-usb-3-0-debug-cable-connection,5
usb,https://docs.microsoft.com/en-us/windows-hardware/manufacture/desktop/winpe-create-usb-bootable-drive,4
usb,https://docs.microsoft.com/en-us/windows-hardware/drivers/usbcon/usb-device-layout,3
usb,https://docs.microsoft.com/en-us/windows-hardware/drivers/usbcon/capture-and-view-ing-usb-traces-with-microsoft-message-analyzer-,2
usb,https://docs.microsoft.com/en-us/windows-hardware/drivers/usbcon/how-to-install-netmon-and-the-netmon-usb-parser,1
downloads,https://docs.microsoft.com/en-us/windows/iot-core/downloads,10
downloads,https://docs.microsoft.com/en-us/sysinternals/downloads/autoruns,9
downloads,https://docs.microsoft.com/en-us/sysinternals/downloads/process-explorer,8
downloads,https://docs.microsoft.com/en-us/sysinternals/downloads/,7
downloads,https://docs.microsoft.com/en-us/sysinternals/downloads/procmon,6
downloads,https://docs.microsoft.com/en-us/sysinternals/downloads/psexec,5
downloads,https://docs.microsoft.com/en-us/sysinternals/downloads/sysinternals-suite,4
downloads,https://docs.microsoft.com/en-us/sql/ssms/download-sql-server-management-studio-ssms,3
downloads,https://docs.microsoft.com/en-us/sysinternals/downloads/autologon,2
downloads,https://docs.microsoft.com/en-us/windows-hardware/get-started/adk-install,1
for,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/for,7
for,https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/for,6
for,https://docs.microsoft.com/en-us/windows/wsl/install-win10,5
for,https://docs.microsoft.com/en-us/sysinternals/downloads/autoruns,1
access,https://docs.microsoft.com/en-us/azure/active-directory/conditional-access/overview,10
access,https://docs.microsoft.com/en-us/iis/configuration/system.webserver/security/access,9
access,https://docs.microsoft.com/en-us/azure/active-directory/conditional-access/concept-conditional-access-policy-common,8
access,https://docs.microsoft.com/en-us/azure/active-directory/conditional-access/concept-conditional-access-report-only,7
access,https://docs.microsoft.com/en-us/windows-server/identity/securing-privileged-access/securing-privileged-access,6
access,https://docs.microsoft.com/en-us/azure/active-directory/governance/access-reviews-overview,5
access,https://docs.microsoft.com/en-us/azure/storage/common/storage-sas-overview,4
access,https://docs.microsoft.com/en-us/intune/protect/conditional-access,3
access,https://docs.microsoft.com/en-us/intune/fundamentals/role-based-access-control,2
access,https://docs.microsoft.com/en-us/azure/role-based-access-control/overview,1
github,https://docs.microsoft.com/en-us/azure/devops/pipelines/repos/github,8
github,https://docs.microsoft.com/en-us/azure/active-directory/user-help/user-help-auth-app-add-non-ms-account,6
github,https://docs.microsoft.com/en-us/connectors/github/,5
github,https://docs.microsoft.com/en-us/azure/devops/boards/github/connect-to-github,2
github,https://docs.microsoft.com/en-us/visualstudio/subscriptions/access-github,1
API,https://docs.microsoft.com/en-us/bingwebmaster/,8
API,https://docs.microsoft.com/en-us/dotnet/api/,6
API,https://docs.microsoft.com/en-us/,4
API,https://docs.microsoft.com/en-us/graph/api/overview,2
API,https://docs.microsoft.com/en-us/aspnet/core/tutorials/first-web-api,1
windows server,https://docs.microsoft.com/en-us/windows-server/,10
windows server,https://docs.microsoft.com/en-us/windows-server/get-started-19/servicing-channels-19,9
windows server,https://docs.microsoft.com/en-us/windows-server/get-started/installation-and-upgrade,8
windows server,https://docs.microsoft.com/en-us/windows-server/get-started/whats-new-in-windows-server-1803,7
windows server,https://docs.microsoft.com/en-us/windows-server/get-started/whats-new-in-windows-server,6
windows server,https://docs.microsoft.com/en-us/virtualization/windowscontainers/about/,5
windows server,https://docs.microsoft.com/en-us/windows-server/get-started/extended-security-updates,4
windows server,https://docs.microsoft.com/en-us/windows-server/administration/windows-server-update-services/get-started/windows-server-update-services-wsus,3
windows server,https://docs.microsoft.com/en-us/windows/security/threat-protection/microsoft-defender-atp/configure-server-endpoints,2
windows server,https://docs.microsoft.com/en-us/windows-server/get-started-19/whats-new-19,1
like,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/like-transact-sql,10
like,https://docs.microsoft.com/en-us/microsoftteams/guest-experience,9
like,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/operators/like-operator,8
like,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/like-operator,7
like,https://docs.microsoft.com/en-us/windows/win32/wmisdk/like-operator,6
like,https://docs.microsoft.com/en-us/stream/portal-like-video,5
like,https://docs.microsoft.com/en-us/sql/odbc/reference/develop-app/like-predicate-escape-character,4
like,https://docs.microsoft.com/en-us/u-sql/operators/logical/like-not-like,3
like,https://docs.microsoft.com/en-us/office365/troubleshoot/active-directory/this-doesnt-look-like-valid-user-id-error,1
collection,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/concepts/collections,10
collection,https://docs.microsoft.com/en-us/dotnet/api/system.collections.objectmodel.collection-1,9
collection,https://docs.microsoft.com/en-us/dotnet/api/system.collections.generic,8
collection,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/create-update-collection,7
collection,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/working-with-variables,6
collection,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/classes-and-structs/object-and-collection-initializers,5
collection,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/collection-object,4
collection,https://docs.microsoft.com/en-us/connectors/custom-connectors/define-postman-collection,3
collection,https://docs.microsoft.com/en-us/dotnet/standard/collections/thread-safe/when-to-use-a-thread-safe-collection,2
collection,https://docs.microsoft.com/en-us/dotnet/standard/garbage-collection/,1
cross apply,https://docs.microsoft.com/en-us/sql/t-sql/queries/from-transact-sql,10
cross apply,https://docs.microsoft.com/en-us/stream-analytics-query/apply-azure-stream-analytics,9
cross apply,https://docs.microsoft.com/en-us/u-sql/statements-and-expressions/select/from/select-selecting-from-cross-apply-and-outer-apply,8
cross apply,https://docs.microsoft.com/en-us/sql/t-sql/functions/openjson-transact-sql,7
cross apply,https://docs.microsoft.com/en-us/stream-analytics-query/getarrayelements-azure-stream-analytics,6
cross apply,https://docs.microsoft.com/en-us/u-sql/statements-and-expressions/select/from/cross-apply/explode,5
cross apply,https://docs.microsoft.com/en-us/sql/t-sql/xml/nodes-method-xml-data-type,4
cross apply,https://docs.microsoft.com/en-us/sql/relational-databases/system-dynamic-management-views/sys-dm-exec-sql-text-transact-sql,3
cross apply,https://docs.microsoft.com/en-us/stream-analytics-query/getrecordproperties-azure-stream-analytics,2
cross apply,https://docs.microsoft.com/en-us/sql/t-sql/functions/string-split-transact-sql,1
release,https://docs.microsoft.com/en-us/windows/win32/api/unknwn/nf-unknwn-iunknown-release,10
release,https://docs.microsoft.com/en-us/azure/devops/pipelines/release/variables,9
release,https://docs.microsoft.com/en-us/dynamics365/release-plans/,8
release,https://docs.microsoft.com/en-us/visualstudio/releases/2019/release-notes,7
release,https://docs.microsoft.com/en-us/visualstudio/releasenotes/vs2017-relnotes,6
release,https://docs.microsoft.com/en-us/officeupdates/monthly-channel-2020,5
release,https://docs.microsoft.com/en-us/dynamics365-release-plan/2020wave1/,4
release,https://docs.microsoft.com/en-us/power-platform-release-plan/2020wave1/,3
release,https://docs.microsoft.com/en-us/visualstudio/releases/2019/release-notes-preview,2
release,https://docs.microsoft.com/en-us/windows/release-information/,1
dataset,https://docs.microsoft.com/en-us/dotnet/api/system.data.dataset,10
dataset,https://docs.microsoft.com/en-us/power-bi/service-datasets-understand,9
dataset,https://docs.microsoft.com/en-us/python/api/azureml-core/azureml.core.dataset.dataset,8
dataset,https://docs.microsoft.com/en-us/azure/data-factory/concepts-datasets-linked-services,7
dataset,https://docs.microsoft.com/en-us/rest/api/power-bi/datasets,6
dataset,https://docs.microsoft.com/en-us/power-bi/service-datasets-share,5
dataset,https://docs.microsoft.com/en-us/power-bi/service-datasets-across-workspaces,4
dataset,https://docs.microsoft.com/en-us/power-bi/service-datasets-promote,3
dataset,https://docs.microsoft.com/en-us/power-bi/service-datasets-certify,2
dataset,https://docs.microsoft.com/en-us/power-bi/service-datasets-discover-across-workspaces,1
evaluate,https://docs.microsoft.com/en-us/dotnet/api/microsoft.ml.binaryclassificationcatalog.evaluate,10
evaluate,https://docs.microsoft.com/en-us/microsoftteams/3-envision-evaluate-my-environment,8
evaluate,https://docs.microsoft.com/en-us/office/vba/api/excel.application.evaluate,7
evaluate,https://docs.microsoft.com/en-us/powerquery-m/expression-evaluate,6
evaluate,https://docs.microsoft.com/en-us/dynamics365/business-central/dev-itpro/developer/methods-auto/system/system-evaluate-method,5
evaluate,https://docs.microsoft.com/en-us/azure/machine-learning/studio-module-reference/evaluate-model,4
evaluate,https://docs.microsoft.com/en-us/dynamics-nav/evaluate-function,3
evaluate,https://docs.microsoft.com/en-us/dotnet/api/system.xml.xpath.xpathnavigator.evaluate,2
evaluate,https://docs.microsoft.com/en-us/azure/machine-learning/studio-module-reference/evaluate-recommender,1
Active Directory,https://docs.microsoft.com/en-us/windows-server/identity/ad-ds/get-started/virtual-dc/active-directory-domain-services-overview,10
Active Directory,https://docs.microsoft.com/en-us/azure/active-directory/fundamentals/active-directory-whatis,9
Active Directory,https://docs.microsoft.com/en-us/powershell/module/addsadministration/,8
Active Directory,https://docs.microsoft.com/en-us/windows/win32/ad/active-directory-domain-services,7
Active Directory,https://docs.microsoft.com/en-us/windows-server/identity/ad-ds/active-directory-domain-services,6
Active Directory,https://docs.microsoft.com/en-us/azure/active-directory/,5
Active Directory,https://docs.microsoft.com/en-us/windows/win32/adsi/so-what-is-active-directory,4
Active Directory,https://docs.microsoft.com/en-us/windows-server/identity/active-directory-federation-services,3
Active Directory,https://docs.microsoft.com/en-us/azure/active-directory/fundamentals/concept-fundamentals-security-defaults,2
Active Directory,https://docs.microsoft.com/en-us/azure/active-directory/hybrid/whatis-hybrid-identity,1
mfa,https://docs.microsoft.com/en-us/azure/active-directory/authentication/concept-mfa-howitworks,10
mfa,https://docs.microsoft.com/en-us/partner-center/partner-security-requirements-mandating-mfa,9
mfa,https://docs.microsoft.com/en-us/azure/active-directory/authentication/howto-mfa-mfasettings,8
mfa,https://docs.microsoft.com/en-us/azure/active-directory/authentication/howto-mfaserver-deploy,7
mfa,https://docs.microsoft.com/en-us/azure/active-directory/identity-protection/howto-identity-protection-configure-mfa-policy,6
mfa,https://docs.microsoft.com/en-us/azure/active-directory/authentication/howto-mfa-getstarted,5
mfa,https://docs.microsoft.com/en-us/azure/vpn-gateway/openvpn-azure-ad-mfa,4
mfa,https://docs.microsoft.com/en-us/azure/active-directory/authentication/howto-mfa-nps-extension,3
mfa,https://docs.microsoft.com/en-us/azure/active-directory/conditional-access/howto-conditional-access-policy-all-users-mfa,2
mfa,https://docs.microsoft.com/en-us/partner-center/partner-security-compliance,1
ldap,https://docs.microsoft.com/en-us/previous-versions/windows/desktop/ldap/lightweight-directory-access-protocol-ldap-api,10
ldap,https://docs.microsoft.com/en-us/microsoft-identity-manager/reference/microsoft-identity-manager-2016-connector-genericldap,9
ldap,https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-adts/3c5916a9-f1a0-429d-b937-f8fe672d777c,8
ldap,https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/domain-controller-ldap-server-signing-requirements,7
ldap,https://docs.microsoft.com/en-us/azure/active-directory-domain-services/tutorial-configure-ldaps,6
ldap,https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/network-security-ldap-client-signing-requirements,5
ldap,https://docs.microsoft.com/en-us/windows-server/identity/ad-fs/operations/configure-ad-fs-to-authenticate-users-stored-in-ldap-directories,4
cursor,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/declare-cursor-transact-sql,10
cursor,https://docs.microsoft.com/en-us/dotnet/api/system.windows.input.cursor,9
cursor,https://docs.microsoft.com/en-us/dotnet/api/system.messaging.cursor,8
cursor,https://docs.microsoft.com/en-us/windows/mixed-reality/cursors,7
cursor,https://docs.microsoft.com/en-us/sql/database-engine/configure-windows/configure-the-cursor-threshold-server-configuration-option,6
cursor,https://docs.microsoft.com/en-us/dotnet/api/system.windows.forms.toolstrip.cursor,5
cursor,https://docs.microsoft.com/en-us/sql/connect/php/cursor-types-sqlsrv-driver,4
cursor,https://docs.microsoft.com/en-us/dotnet/api/system.console.cursorvisible,3
cursor,https://docs.microsoft.com/en-us/dotnet/api/system.windows.controls.inkcanvas.usecustomcursor,1
powerbi,https://docs.microsoft.com/en-us/power-bi/fundamentals/power-bi-overview,10
powerbi,https://docs.microsoft.com/en-us/power-bi/,9
powerbi,https://docs.microsoft.com/en-us/power-bi/guided-learning/,8
powerbi,https://docs.microsoft.com/en-us/power-bi/service-azure-and-power-bi,7
powerbi,https://docs.microsoft.com/en-us/power-bi/service-admin-licensing-organization,6
powerbi,https://docs.microsoft.com/en-us/power-bi/service-admin-purchasing-power-bi-pro,5
powerbi,https://docs.microsoft.com/en-us/rest/api/power-bi/,3
powerbi,https://docs.microsoft.com/en-us/power-bi/desktop-getting-started,2
powerbi,https://docs.microsoft.com/en-us/power-bi/webinars,1
iis,https://docs.microsoft.com/en-us/iis/application-frameworks/running-classic-asp-applications-on-iis-7-and-iis-8/classic-asp-not-installed-by-default-on-iis,10
iis,https://docs.microsoft.com/en-us/iis/troubleshoot/using-failed-request-tracing/troubleshooting-failed-requests-using-tracing-in-iis,9
iis,https://docs.microsoft.com/en-us/iis/configuration/,8
iis,https://docs.microsoft.com/en-us/iis/extensions/introduction-to-iis-express/iis-express-overview,7
iis,https://docs.microsoft.com/en-us/iis/extensions/url-rewrite-module/using-the-url-rewrite-module,6
iis,https://docs.microsoft.com/en-us/iis/get-started/whats-new-in-iis-8/iis-80-server-name-indication-sni-ssl-scalability,5
iis,https://docs.microsoft.com/en-us/aspnet/core/host-and-deploy/iis/,4
iis,https://docs.microsoft.com/en-us/iis/manage/configuring-security/how-to-set-up-ssl-on-iis,3
iis,https://docs.microsoft.com/en-us/iis/get-started/whats-new-in-iis-10-version-1709/new-features-introduced-in-iis-10-1709,2
max,https://docs.microsoft.com/en-us/sql/t-sql/functions/max-transact-sql,9
max,https://docs.microsoft.com/en-us/dotnet/api/system.linq.enumerable.max,8
max,https://docs.microsoft.com/en-us/dotnet/api/system.linq.queryable.max,7
max,https://docs.microsoft.com/en-us/windows/win32/direct3dhlsl/dx-graphics-hlsl-max,6
max,https://docs.microsoft.com/en-us/dax/max-function-dax,5
max,https://docs.microsoft.com/en-us/windows/win32/multimedia/max,4
max,https://docs.microsoft.com/en-us/stream-analytics-query/max-azure-stream-analytics,3
max,https://docs.microsoft.com/en-us/cpp/c-runtime-library/reference/max,2
max,https://docs.microsoft.com/en-us/u-sql/functions/aggregate/max,1
file,https://docs.microsoft.com/en-us/dotnet/api/system.io.file,10
file,https://docs.microsoft.com/en-us/azure/storage/files/storage-files-introduction,9
file,https://docs.microsoft.com/en-us/sysinternals/downloads/file-and-disk-utilities,8
file,https://docs.microsoft.com/en-us/nuget/reference/nuspec,7
file,https://docs.microsoft.com/en-us/graph/api/resources/onedrive,6
file,https://docs.microsoft.com/en-us/windows/win32/fileio/naming-a-file,5
file,https://docs.microsoft.com/en-us/azure/information-protection/rms-client/client-admin-guide-file-types,4
file,https://docs.microsoft.com/en-us/azure/devops/pipelines/tasks/file-matching-patterns,3
file,https://docs.microsoft.com/en-us/dotnet/api/microsoft.aspnetcore.mvc.controllerbase.file,2
file,https://docs.microsoft.com/en-us/stream/input-audio-video-formats-codecs,1
storage,https://docs.microsoft.com/en-us/azure/storage/,9
storage,https://docs.microsoft.com/en-us/windows-server/storage/storage,8
storage,https://docs.microsoft.com/en-us/powershell/module/storage/,7
storage,https://docs.microsoft.com/en-us/azure/storage/common/storage-account-create,5
storage,https://docs.microsoft.com/en-us/windows-server/storage/storage-migration-service/overview,4
storage,https://docs.microsoft.com/en-us/learn/modules/choose-storage-approach-in-azure/,3
storage,https://docs.microsoft.com/en-us/cli/azure/storage,2
storage,https://docs.microsoft.com/en-us/learn/modules/secure-azure-storage-account/,1
machine learning,https://docs.microsoft.com/en-us/azure/machine-learning/overview-what-is-azure-ml,10
machine learning,https://docs.microsoft.com/en-us/azure/machine-learning/concept-automated-ml,9
machine learning,https://docs.microsoft.com/en-us/azure/machine-learning/,8
machine learning,https://docs.microsoft.com/en-us/azure/machine-learning/tutorial-1st-experiment-sdk-setup,7
machine learning,https://docs.microsoft.com/en-us/azure/machine-learning/concept-designer,6
machine learning,https://docs.microsoft.com/en-us/azure/machine-learning/concept-ml-pipelines,5
machine learning,https://docs.microsoft.com/en-us/azure/machine-learning/overview-what-happened-to-workbench,4
machine learning,https://docs.microsoft.com/en-us/security/failure-modes-in-machine-learning,3
machine learning,https://docs.microsoft.com/en-us/azure/machine-learning/how-to-manage-workspace,2
machine learning,https://docs.microsoft.com/en-us/windows/ai/windows-ml/,1
Delete account,https://docs.microsoft.com/en-us/office365/admin/add-users/delete-a-user,10
Delete account,https://docs.microsoft.com/en-us/azure/active-directory/fundamentals/add-users-azure-active-directory,9
Delete account,https://docs.microsoft.com/en-us/azure/storage/blobs/storage-blob-soft-delete,8
Delete account,https://docs.microsoft.com/en-us/office365/enterprise/powershell/delete-and-restore-user-accounts-with-office-365-powershell,7
Delete account,https://docs.microsoft.com/en-us/office365/admin/add-users/remove-former-employee,6
Delete account,https://docs.microsoft.com/en-us/partner-center/develop/delete-a-customer-account-from-the-integration-sandbox,5
Delete account,https://docs.microsoft.com/en-us/office365/kaizala/export-or-delete-your-data,4
Delete account,https://docs.microsoft.com/en-us/azure/devops/organizations/accounts/delete-your-organization,3
Delete account,https://docs.microsoft.com/en-us/sql/relational-databases/system-stored-procedures/sysmail-delete-account-sp-transact-sql,2
Delete account,https://docs.microsoft.com/en-us/azure/virtual-machines/troubleshooting/storage-classic-cannot-delete-storage-account-container-vhd,1
select case,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/select-case-statement,10
select case,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/statements/select-case-statement,9
select case,https://docs.microsoft.com/en-us/office/vba/language/concepts/getting-started/using-select-case-statements,8
select case,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/case-transact-sql,7
select case,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/statements-or-labels-invalid-between-select-case-and-first-case,6
select case,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/end-select-without-select-case,5
select case,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/case-else-outside-select-case,4
select case,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/select-case-without-end-select,3
select case,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/case-without-select-case,2
variable,https://docs.microsoft.com/en-us/azure/devops/pipelines/process/variables,10
variable,https://docs.microsoft.com/en-us/azure/devops/pipelines/library/variable-groups,9
variable,https://docs.microsoft.com/en-us/azure/devops/pipelines/release/variables,8
variable,https://docs.microsoft.com/en-us/azure/devops/pipelines/build/variables,7
variable,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/working-with-variables,4
variable,https://docs.microsoft.com/en-us/azure/application-gateway/rewrite-http-headers,3
dynamics,https://docs.microsoft.com/en-us/dynamics365-release-plan/2020wave1/,10
dynamics,https://docs.microsoft.com/en-us/learn/paths/dynamics-365-fundamentals/,9
dynamics,https://docs.microsoft.com/en-us/dynamics365/,8
dynamics,https://docs.microsoft.com/en-us/learn/dynamics365/,7
dynamics,https://docs.microsoft.com/en-us/learn/certifications/power-apps-and-d365-solution-architect-expert,6
dynamics,https://docs.microsoft.com/en-us/learn/paths/working-with-dynamics-365-sales/,5
dynamics,https://docs.microsoft.com/en-us/learn/certifications/d365-fundamentals,4
dynamics,https://docs.microsoft.com/en-us/learn/certifications/power-apps-and-d365-developer-associate,3
dynamics,https://docs.microsoft.com/en-us/dynamics365-release-plan/2020wave1/features-ready-early-access,2
dynamics,https://docs.microsoft.com/en-us/dynamics365-release-plan/2019wave2/,1
http,https://docs.microsoft.com/en-us/analysis-services/instances/configure-http-access-to-analysis-services-on-iis-8-0,9
http,https://docs.microsoft.com/en-us/aspnet/core/,8
http,https://docs.microsoft.com/en-us/azure/connectors/connectors-native-http,7
http,https://docs.microsoft.com/en-us/azure/azure-functions/functions-bindings-http-webhook,6
http,https://docs.microsoft.com/en-us/iis/troubleshoot/using-failed-request-tracing/troubleshooting-failed-requests-using-tracing-in-iis,5
http,https://docs.microsoft.com/en-us/aspnet/web-api/overview/advanced/http-message-handlers,4
http,https://docs.microsoft.com/en-us/aspnet/web-api/overview/web-api-routing-and-actions/attribute-routing-in-web-api-2,3
http,https://docs.microsoft.com/en-us/aspnet/ajax/cdn/overview,2
http,https://docs.microsoft.com/en-us/azure/aks/http-application-routing,1
hierarchy,https://docs.microsoft.com/en-us/powerapps/developer/common-data-service/query-hierarchical-data,10
hierarchy,https://docs.microsoft.com/en-us/sql/relational-databases/security/encryption/encryption-hierarchy,9
hierarchy,https://docs.microsoft.com/en-us/azure/devops/boards/backlogs/resolve-backlog-reorder-issues,8
hierarchy,https://docs.microsoft.com/en-us/power-platform/admin/hierarchy-security,7
hierarchy,https://docs.microsoft.com/en-us/azure/devops/boards/backlogs/organize-backlog,6
hierarchy,https://docs.microsoft.com/en-us/configmgr/core/migration/planning-a-source-hierarchy-strategy,5
hierarchy,https://docs.microsoft.com/en-us/sql/master-data-services/derived-hierarchies-master-data-services,4
hierarchy,https://docs.microsoft.com/en-us/sql/relational-databases/security/permissions-hierarchy-database-engine,3
hierarchy,https://docs.microsoft.com/en-us/sql/master-data-services/create-a-derived-hierarchy-master-data-services,2
hierarchy,https://docs.microsoft.com/en-us/configmgr/core/migration/configuring-source-hierarchies-and-source-sites-for-migration,1
smtp,https://docs.microsoft.com/en-us/connectors/smtp/,10
smtp,https://docs.microsoft.com/en-us/exchange/mail-flow-best-practices/how-to-set-up-a-multifunction-device-or-application-to-send-email-using-office-3,9
smtp,https://docs.microsoft.com/en-us/exchange/clients-and-mobile-in-exchange-online/authenticated-client-smtp-submission,8
smtp,https://docs.microsoft.com/en-us/iis/application-frameworks/install-and-configure-php-on-iis/configure-smtp-e-mail-in-iis-7-and-above,7
smtp,https://docs.microsoft.com/en-us/azure/devops/server/admin/setup-customize-alerts,6
smtp,https://docs.microsoft.com/en-us/microsoft-365/security/office-365-security/mfi-smtp-auth-clients-report,5
smtp,https://docs.microsoft.com/en-us/exchange/clients/pop3-and-imap4/configure-authenticated-smtp,4
smtp,https://docs.microsoft.com/en-us/biztalk/core/smtp-adapter,3
smtp,https://docs.microsoft.com/en-us/biztalk/install-and-config-guides/appendix-d-create-the-smtp-server,2
smtp,https://docs.microsoft.com/en-us/azure/virtual-network/troubleshoot-outbound-smtp-connectivity,1
currency,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/currency-data-type,10
currency,https://docs.microsoft.com/en-us/advertising/guides/currencies,9
currency,https://docs.microsoft.com/en-us/dynamics365/business-central/finance-how-setup-additional-currencies,8
currency,https://docs.microsoft.com/en-us/dynamics365/project-service/advanced-currency,6
currency,https://docs.microsoft.com/en-us/dynamics365/finance/general-ledger/dual-currency,5
currency,https://docs.microsoft.com/en-us/powerapps/developer/common-data-service/transaction-currency-currency-entity,4
currency,https://docs.microsoft.com/en-us/dynamics365/business-central/finance-how-update-currencies,3
currency,https://docs.microsoft.com/en-us/powerquery-m/currency-from,2
currency,https://docs.microsoft.com/en-us/globalization/locale/currency-formatting,1
sqlite,https://docs.microsoft.com/en-us/ef/core/providers/sqlite/,10
sqlite,https://docs.microsoft.com/en-us/xamarin/xamarin-forms/data-cloud/data/databases,9
sqlite,https://docs.microsoft.com/en-us/ef/core/get-started/,8
sqlite,https://docs.microsoft.com/en-us/windows/uwp/data-access/sqlite-databases,7
sqlite,https://docs.microsoft.com/en-us/ef/core/providers/sqlite/limitations,6
sqlite,https://docs.microsoft.com/en-us/ef/core/miscellaneous/testing/sqlite,5
sqlite,https://docs.microsoft.com/en-us/xamarin/get-started/quickstarts/database,4
sqlite,https://docs.microsoft.com/en-us/xamarin/android/data-cloud/data-access/using-sqlite-orm,3
sqlite,https://docs.microsoft.com/en-us/dotnet/standard/data/sqlite/,2
sqlite,https://docs.microsoft.com/en-us/dotnet/api/microsoft.data.sqlite.sqlitecommand,1
share,https://docs.microsoft.com/en-us/visualstudio/liveshare/reference/manual-join,10
share,https://docs.microsoft.com/en-us/azure/data-share/,9
share,https://docs.microsoft.com/en-us/power-bi/service-share-dashboards,8
share,https://docs.microsoft.com/en-us/powerapps/maker/model-driven-apps/share-model-driven-app,7
share,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/share-app,6
share,https://docs.microsoft.com/en-us/visualstudio/liveshare/quickstart/share,5
share,https://docs.microsoft.com/en-us/visualstudio/liveshare/use/vscode,4
share,https://docs.microsoft.com/en-us/power-bi/service-datasets-share,3
share,https://docs.microsoft.com/en-us/power-automate/create-team-flows,2
dim,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/statements/dim-statement,10
dim,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/dim-statement,9
dim,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/operators/new-operator,8
dim,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/data-types/long-data-type,7
dim,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/data-types/integer-data-type,6
dim,https://docs.microsoft.com/en-us/windows-hardware/customize/power-settings/display-settings-dim-display-brightness,4
dim,https://docs.microsoft.com/en-us/dotnet/visual-basic/programming-guide/language-features/variables/object-variable-declaration,3
dim,https://docs.microsoft.com/en-us/dotnet/visual-basic/programming-guide/language-features/data-types/type-characters,2
.net core,https://docs.microsoft.com/en-us/dotnet/core/,10
.net core,https://docs.microsoft.com/en-us/dotnet/core/about,9
.net core,https://docs.microsoft.com/en-us/dotnet/,8
